assessment_id,score,assessed_at,risk_level
RA001781,42,2025-05-16 17:56:05,Medium
RA001782,71,2025-02-19 05:45:07,High
RA001783,62,2025-08-04 20:03:40,Medium
RA001784,96,2025-03-25 12:00:58,High
RA001785,20,2025-02-19 22:28:12,Low
RA001786,75,2025-07-02 00:32:36,High
RA001787,72,2025-09-11 06:05:37,High
RA001788,30,2025-09-16 00:27:34,Medium
RA001789,70,2025-07-14 10:45:03,High
RA001790,56,2025-02-14 15:13:16,Medium
RA001791,45,2025-07-24 05:54:37,Medium
RA001792,33,2025-10-14 21:33:38,Medium
RA001793,35,2025-01-28 23:13:00,Medium
RA001794,90,2025-08-06 18:01:33,High
RA001795,50,2025-04-10 10:20:08,Medium
RA001796,65,2025-03-04 03:44:57,Medium
RA001797,34,2025-11-18 08:05:35,Medium
RA001798,34,2025-04-01 11:28:47,Medium
RA001799,71,2025-08-18 09:50:16,High
RA001800,23,2025-06-04 15:03:12,Low
RA001801,41,2025-03-28 14:31:16,Medium
RA001802,50,2025-01-11 17:42:07,Medium
RA001803,52,2025-01-06 13:33:35,Medium
RA001804,46,2025-01-21 08:11:42,Medium
RA001805,57,2024-12-26 02:36:28,Medium
RA001806,63,2025-05-20 23:53:38,Medium
RA001807,64,2025-09-08 07:08:00,Medium
RA001808,30,2025-05-30 04:11:46,Medium
RA001809,44,2025-09-04 14:35:45,Medium
RA001810,73,2025-07-19 04:02:03,High
RA001811,67,2025-01-06 10:25:33,Medium
RA001812,22,2025-10-22 22:51:45,Low
RA001813,57,2025-05-08 03:13:41,Medium
RA001814,10,2025-04-10 20:55:56,Low
RA001815,50,2025-08-08 15:42:14,Medium
RA001816,87,2025-01-19 16:38:30,High
RA001817,31,2025-03-04 00:04:26,Medium
RA001818,33,2025-06-12 19:11:33,Medium
RA001819,65,2025-01-13 14:29:34,Medium
RA001820,19,2025-10-09 10:27:33,Low
RA001821,37,2025-01-15 02:29:18,Medium
RA001822,61,2024-12-12 09:39:21,Medium
RA001823,37,2024-12-27 10:51:07,Medium
RA001824,45,2025-04-17 14:12:24,Medium
RA001825,64,2025-01-28 23:15:16,Medium
RA001826,58,2025-05-01 08:46:34,Medium
RA001827,55,2025-06-28 14:50:52,Medium
RA001828,43,2025-07-12 02:08:38,Medium
RA001829,57,2025-03-28 22:42:37,Medium
RA001830,47,2025-03-06 20:49:14,Medium
RA001831,59,2025-05-21 18:38:13,Medium
RA001832,40,2025-02-26 03:39:25,Medium
RA001833,46,2025-02-07 19:50:13,Medium
RA001834,30,2025-07-26 02:07:41,Medium
RA001835,49,2025-05-06 12:51:41,Medium
RA001836,33,2024-12-25 20:28:04,Medium
RA001837,27,2024-12-09 12:35:10,Low
RA001838,55,2025-09-28 03:34:38,Medium
RA001839,54,2025-04-19 22:55:21,Medium
RA001840,65,2025-10-19 20:12:28,Medium
RA001841,41,2025-02-24 01:15:34,Medium
RA001842,58,2025-03-13 01:30:13,Medium
RA001843,61,2025-07-22 21:39:50,Medium
RA001844,58,2024-12-15 07:12:53,Medium
RA001845,33,2025-04-30 08:33:41,Medium
RA001846,52,2025-04-04 21:58:31,Medium
RA001847,57,2025-05-06 19:11:20,Medium
RA001848,50,2025-04-29 17:32:18,Medium
RA001849,8,2025-10-14 11:47:17,Low
RA001850,53,2025-08-31 06:47:36,Medium
RA001851,94,2025-04-09 22:42:15,High
RA001852,42,2025-08-08 08:19:23,Medium
RA001853,35,2025-02-11 03:21:40,Medium
RA001854,57,2025-04-11 11:15:28,Medium
RA001855,56,2025-04-14 21:47:26,Medium
RA001856,73,2025-11-12 17:59:44,High
RA001857,24,2025-07-04 18:32:12,Low
RA001858,64,2025-10-27 02:27:31,Medium
RA001859,61,2025-06-29 21:48:50,Medium
RA001860,47,2025-10-08 17:12:02,Medium
RA001861,56,2025-01-21 10:28:44,Medium
RA001862,70,2024-12-24 00:21:28,High
RA001863,67,2025-01-20 16:00:32,Medium
RA001864,27,2025-02-09 11:25:14,Low
RA001865,66,2024-12-25 06:49:08,Medium
RA001866,48,2025-07-17 12:39:46,Medium
RA001867,51,2025-02-10 18:43:19,Medium
RA001868,51,2025-01-19 10:43:58,Medium
RA001869,46,2025-01-17 06:19:45,Medium
RA001870,73,2024-12-21 14:33:27,High
RA001871,48,2025-09-30 12:05:52,Medium
RA001872,27,2025-08-24 20:52:49,Low
RA001873,42,2025-06-28 03:01:49,Medium
RA001874,53,2025-11-26 16:44:19,Medium
RA001875,74,2025-02-21 23:32:17,High
RA001876,62,2025-11-26 04:04:13,Medium
RA001877,32,2024-12-31 12:55:59,Medium
RA001878,99,2025-09-07 05:16:40,High
RA001879,55,2025-09-19 08:07:23,Medium
RA001880,75,2025-02-15 04:04:37,High
RA001881,46,2025-03-11 13:28:51,Medium
RA001882,60,2025-11-19 05:03:00,Medium
RA001883,66,2025-06-15 03:26:52,Medium
RA001884,74,2025-01-20 17:51:05,High
RA001885,71,2025-08-22 19:53:28,High
RA001886,67,2025-06-17 11:32:11,Medium
RA001887,43,2025-10-30 05:33:47,Medium
RA001888,38,2025-05-20 18:04:43,Medium
RA001889,56,2025-08-24 01:26:33,Medium
RA001890,68,2025-09-21 12:56:14,Medium
RA001891,45,2024-12-29 13:02:42,Medium
RA001892,71,2025-07-01 11:05:53,High
RA001893,79,2025-02-11 03:12:09,High
RA001894,31,2025-11-14 09:20:39,Medium
RA001895,33,2025-02-21 08:11:15,Medium
RA001896,47,2025-08-11 22:38:24,Medium
RA001897,56,2025-02-20 04:08:44,Medium
RA001898,39,2025-06-13 12:29:35,Medium
RA001899,77,2025-09-02 19:59:34,High
RA001900,58,2025-08-01 20:49:28,Medium
RA001901,50,2025-07-29 08:14:24,Medium
RA001902,21,2025-04-25 05:36:08,Low
RA001903,23,2025-07-25 04:47:00,Low
RA001904,55,2025-01-08 05:34:08,Medium
RA001905,7,2025-11-13 16:30:17,Low
RA001906,70,2025-03-29 02:42:42,High
RA001907,46,2025-07-03 18:05:12,Medium
RA001908,100,2025-06-04 05:45:26,High
RA001909,96,2025-02-28 13:49:10,High
RA001910,46,2025-08-21 15:45:31,Medium
RA001911,47,2025-04-11 19:25:59,Medium
RA001912,69,2025-05-16 03:15:56,Medium
RA001913,84,2025-01-16 06:44:58,High
RA001914,17,2025-04-05 13:28:24,Low
RA001915,14,2025-09-11 18:40:04,Low
RA001916,37,2025-02-27 11:02:36,Medium
RA001917,61,2025-06-06 05:15:46,Medium
RA001918,59,2025-10-26 17:15:41,Medium
RA001919,71,2025-04-15 16:20:48,High
RA001920,26,2025-10-08 00:10:43,Low
RA001921,3,2024-12-06 15:09:27,Low
RA001922,67,2025-01-20 00:19:53,Medium
RA001923,33,2025-04-19 11:01:12,Medium
RA001924,9,2025-01-14 09:53:36,Low
RA001925,52,2024-12-04 12:09:06,Medium
RA001926,65,2025-11-03 10:24:31,Medium
RA001927,47,2024-12-03 11:10:06,Medium
RA001928,40,2025-09-14 00:47:19,Medium
RA001929,46,2025-05-26 21:19:39,Medium
RA001930,42,2025-03-29 19:53:10,Medium
RA001931,23,2025-07-30 20:48:29,Low
RA001932,35,2025-10-21 04:24:32,Medium
RA001933,60,2025-05-11 19:06:52,Medium
RA001934,56,2025-01-14 15:58:31,Medium
RA001935,53,2025-05-20 09:22:48,Medium
RA001936,30,2025-05-31 03:49:51,Medium
RA001937,46,2024-12-20 19:27:44,Medium
RA001938,6,2025-08-12 05:49:08,Low
RA001939,53,2025-03-01 10:45:26,Medium
RA001940,78,2025-10-02 08:09:27,High
RA001941,20,2025-03-20 08:26:02,Low
RA001942,38,2025-05-31 16:59:26,Medium
RA001943,56,2025-08-12 14:31:40,Medium
RA001944,75,2025-10-28 05:06:58,High
RA001945,41,2025-10-05 20:07:58,Medium
RA001946,36,2025-08-05 00:20:57,Medium
RA001947,10,2025-05-27 15:16:58,Low
RA001948,52,2025-05-18 12:36:22,Medium
RA001949,90,2025-06-11 09:45:27,High
RA001950,55,2024-12-03 04:53:04,Medium
RA001951,49,2025-03-18 17:51:48,Medium
RA001952,56,2025-06-19 22:54:12,Medium
RA001953,49,2025-07-10 21:40:25,Medium
RA001954,33,2025-05-25 09:41:28,Medium
RA001955,66,2025-10-10 13:45:13,Medium
RA001956,54,2025-03-12 07:19:51,Medium
RA001957,50,2025-10-24 20:56:01,Medium
RA001958,30,2025-01-27 18:06:59,Medium
RA001959,76,2025-07-08 01:36:23,High
RA001960,63,2025-06-26 17:01:20,Medium
RA001961,38,2025-02-04 03:30:40,Medium
RA001962,70,2025-09-22 03:42:35,High
RA001963,40,2025-06-17 14:34:17,Medium
RA001964,34,2025-09-23 19:48:49,Medium
RA001965,34,2025-07-31 12:19:27,Medium
RA001966,14,2025-02-01 15:11:01,Low
RA001967,59,2025-05-10 21:10:38,Medium
RA001968,13,2025-03-22 01:01:31,Low
RA001969,25,2025-05-02 08:39:28,Low
RA001970,8,2025-02-06 13:25:41,Low
RA001971,48,2025-06-19 20:11:33,Medium
RA001972,46,2025-12-02 14:34:07,Medium
RA001973,43,2025-06-17 01:10:35,Medium
RA001974,29,2025-02-02 01:03:38,Low
RA001975,26,2025-03-27 02:01:32,Low
RA001976,59,2025-03-18 10:49:54,Medium
RA001977,38,2025-06-05 21:12:54,Medium
RA001978,56,2024-12-11 01:36:04,Medium
RA001979,32,2025-08-16 20:29:23,Medium
RA001980,53,2025-07-28 12:05:56,Medium
RA001981,76,2025-08-07 17:03:59,High
RA001982,61,2025-04-23 00:13:07,Medium
RA001983,41,2025-03-13 00:11:47,Medium
RA001984,55,2025-09-17 15:40:06,Medium
RA001985,45,2025-08-04 19:13:49,Medium
RA001986,50,2025-11-05 21:50:07,Medium
RA001987,43,2024-12-21 10:17:19,Medium
RA001988,46,2025-11-16 15:55:22,Medium
RA001989,54,2025-11-24 20:40:15,Medium
RA001990,30,2025-06-06 08:51:54,Medium
RA001991,29,2025-05-06 03:19:44,Low
RA001992,22,2025-07-05 04:37:46,Low
RA001993,17,2025-01-06 01:19:30,Low
RA001994,25,2025-07-07 21:43:27,Low
RA001995,53,2025-08-09 00:46:28,Medium
RA001996,32,2025-11-17 12:51:45,Medium
RA001997,60,2025-09-18 12:30:23,Medium
RA001998,50,2025-01-09 03:53:44,Medium
RA001999,10,2025-10-27 11:39:37,Low
